trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
372,False,"{'a': 0.5, 'e': 0.024233967845691113}",25,9,26.27274917108165,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.5, 'e': 0.023992835836709175}",20,6,24.347324544678383,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.5, 'e': 0.023754103131304997}",25,18,14.079916597510485,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.5, 'e': 0.023517745856009107}",25,8,33.697113944447786,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.5, 'e': 0.023283740374897}",20,10,15.266747912819586,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.5, 'e': 0.02305206328722557}",25,0,36.81044998430041,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
378,False,"{'a': 0.5, 'e': 0.02282269142509297}",20,12,13.746510050884625,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.5, 'e': 0.022595601851121864}",30,16,26.92639885883204,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.5, 'e': 0.02237077185616559}",20,0,29.86693078519952,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.5, 'e': 0.022148178957037315}",20,15,8.245905469868969,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.5, 'e': 0.02192780089426161}",20,15,9.42552095565094,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.5, 'e': 0.02170961562984857}",20,12,15.501899160687612,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.5, 'e': 0.021493601345089923}",20,9,22.711530331443953,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.5, 'e': 0.02127973643837717}",30,8,38.153233383883226,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.5, 'e': 0.021067999523041434}",25,0,32.26186638122999,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
387,False,"{'a': 0.5, 'e': 0.02085836942521472}",25,0,42.81930696357004,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
388,False,"{'a': 0.5, 'e': 0.020650825181712566}",20,7,24.29066766702704,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.5, 'e': 0.020445346037937653}",25,17,11.946589530439876,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.5, 'e': 0.02024191144580439}",30,17,24.623956262391868,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.5, 'e': 0.020040501061684014}",20,8,22.657877181919837,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.5, 'e': 0.019841094744370288}",25,8,16.733426348720183,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
393,False,"{'a': 0.5, 'e': 0.019643672553065292}",25,0,35.84778877137942,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
394,False,"{'a': 0.5, 'e': 0.01944821474538539}",25,16,14.923879618354048,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.5, 'e': 0.01925470177538692}",25,11,21.508919082244667,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.5, 'e': 0.019063114291611637}",20,13,14.486929006620736,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.5, 'e': 0.018873433135151486}",20,5,25.512900887102735,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.5, 'e': 0.018685639337732773}",20,14,12.184968118315528,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.5, 'e': 0.018499714119819242}",20,8,19.097321424264077,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.5, 'e': 0.01831563888873418}",20,10,17.039926266683292,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.5, 'e': 0.018133395236801075}",20,10,17.61211575324526,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.5, 'e': 0.01795296493950285}",20,1,32.27882016124462,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.5, 'e': 0.01777432995365944}",20,6,25.943318562002464,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.5, 'e': 0.017597472415623393}",35,22,24.140355028937414,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.5, 'e': 0.017422374639493515}",25,11,25.497805717677537,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.5, 'e': 0.017249019115346265}",30,13,31.28263056315661,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.5, 'e': 0.017077388507484793}",20,9,10.37752441605132,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
408,False,"{'a': 0.5, 'e': 0.01690746565270528}",20,9,20.24029352024777,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.5, 'e': 0.016739233558580632}",20,10,15.162939844671849,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.5, 'e': 0.016572675401761255}",20,6,26.28613848563651,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.5, 'e': 0.016407774526292645}",20,3,29.465921069270703,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.5, 'e': 0.01624451444194987}",25,8,22.048267967389666,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.5, 'e': 0.016082878822588433}",25,10,28.80431231796689,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.5, 'e': 0.015922851504511698}",25,13,23.659213885283286,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.5, 'e': 0.015764416484854486}",20,8,19.1052478624617,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.5, 'e': 0.01560755791998283}",20,11,16.199832230340277,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.5, 'e': 0.015452260123909515}",20,11,19.189178121064955,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.5, 'e': 0.015298507566725518}",25,3,-7.685616644454848,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
419,False,"{'a': 0.5, 'e': 0.01514628487304698}",20,8,23.075196775909866,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.5, 'e': 0.014995576820477703}",20,8,21.09719102570665,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.5, 'e': 0.014846368338086832}",25,2,33.87565572278077,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.5, 'e': 0.014698644504901784}",25,14,21.671247613741077,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.5, 'e': 0.014552390548416123}",30,13,19.73917296866432,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
424,False,"{'a': 0.5, 'e': 0.01440759184311235}",25,13,21.395479630986504,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.5, 'e': 0.014264233908999256}",20,13,13.787986568080365,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.5, 'e': 0.014122302410163962}",20,12,16.333877657393238,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.5, 'e': 0.013981783153338296}",20,9,21.80744593893092,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.5, 'e': 0.013842662086479501}",20,9,19.877001475128104,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.5, 'e': 0.013704925297364945}",20,14,8.770210353534196,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.5, 'e': 0.013568559012200934}",20,13,14.303294902795592,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.5, 'e': 0.013433549594245302}",30,19,19.78086018794394,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.5, 'e': 0.013299883542443767}",20,12,16.52998397914188,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.5, 'e': 0.013167547490079751}",30,14,31.116148692134125,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.5, 'e': 0.013036528203437736}",35,9,39.77960687791317,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.5, 'e': 0.012906812580479862}",30,21,17.842794094209356,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.5, 'e': 0.01277838764953576}",20,16,8.24056679980739,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.5, 'e': 0.012651240568005305}",20,2,28.54732481636582,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.5, 'e': 0.012525358621074385}",20,12,5.318657312004947,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
439,False,"{'a': 0.5, 'e': 0.012400729220443406}",20,13,11.970879163321188,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.5, 'e': 0.012277339903068436}",30,13,35.07213526069491,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.5, 'e': 0.012155178329914935}",25,11,26.549613928292366,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.5, 'e': 0.012034232284723775}",25,17,15.345109967269048,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.5, 'e': 0.011914489672789647}",20,16,8.271402959801598,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.5, 'e': 0.011795938519751562}",25,7,35.64381015708889,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.5, 'e': 0.011678566970395442}",30,8,43.837773623454204,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.5, 'e': 0.011562363287468536}",25,11,25.803605958139247,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.5, 'e': 0.01144731585050571}",25,10,29.555317326166524,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.5, 'e': 0.011333413154667387}",20,12,16.090129770355045,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.5, 'e': 0.011220643809589084}",20,14,8.642916600233296,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.5, 'e': 0.011108996538242306}",20,16,7.150001817537317,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.5, 'e': 0.010998460175806881}",20,0,23.561983470009526,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
452,False,"{'a': 0.5, 'e': 0.01088902366855444}",20,6,22.315908321462135,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.5, 'e': 0.010780676072743084}",25,11,25.388847524219617,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.5, 'e': 0.010673406553522925}",20,9,22.00190756626403,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.5, 'e': 0.010567204383852655}",25,17,15.386067535157066,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.5, 'e': 0.010462058943426795}",20,8,21.44038940226898,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.5, 'e': 0.010357959717613696}",20,15,7.735159619739635,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.5, 'e': 0.010254896296404022}",20,9,22.773012055704587,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.5, 'e': 0.010152858373369763}",25,9,29.49789358418392,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.5, 'e': 0.010051835744633576}",25,16,19.792039554933996,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.5, 'e': 0.00995181830784842}",25,15,16.37958649649612,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0.0, 'e': 0.0}",25,15,19.203771626377645,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.0, 'e': 0.0}",20,10,19.83333619870245,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.0, 'e': 0.0}",20,16,9.407387056097512,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.0, 'e': 0.0}",20,12,17.248438193529758,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.0, 'e': 0.0}",25,14,18.91104249182969,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.0, 'e': 0.0}",20,14,12.441752344627817,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.0, 'e': 0.0}",30,19,21.290852760859096,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.0, 'e': 0.0}",25,20,8.881521278503353,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.0, 'e': 0.0}",25,4,40.011428405594685,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.0, 'e': 0.0}",30,15,25.636402216858876,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0.0, 'e': 0.0}",20,9,17.964210202400345,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0.0, 'e': 0.0}",20,14,14.439082830814476,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0.0, 'e': 0.0}",20,9,19.319950016364146,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0.0, 'e': 0.0}",25,17,13.726965929580446,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0.0, 'e': 0.0}",25,7,33.41635189178213,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0.0, 'e': 0.0}",20,13,12.976031496539953,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0.0, 'e': 0.0}",20,10,18.79509264945488,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0.0, 'e': 0.0}",20,15,9.94318459771871,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0.0, 'e': 0.0}",30,16,27.057951828716202,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0.0, 'e': 0.0}",25,17,16.351921250630635,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'a': 0.0, 'e': 0.0}",20,10,17.665645467019853,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,True,"{'a': 0.0, 'e': 0.0}",20,11,21.37051916238702,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'a': 0.0, 'e': 0.0}",20,11,17.37189230572584,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'a': 0.0, 'e': 0.0}",25,16,15.690009461117524,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'a': 0.0, 'e': 0.0}",20,11,17.227944714113953,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,True,"{'a': 0.0, 'e': 0.0}",25,15,20.180203148845052,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,True,"{'a': 0.0, 'e': 0.0}",35,20,30.698196157004055,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,True,"{'a': 0.0, 'e': 0.0}",35,17,29.17015998747792,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,True,"{'a': 0.0, 'e': 0.0}",25,15,19.28037682125369,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,True,"{'a': 0.0, 'e': 0.0}",25,18,14.561443780826243,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
31,True,"{'a': 0.0, 'e': 0.0}",30,20,17.55597193069023,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
32,True,"{'a': 0.0, 'e': 0.0}",30,12,30.467238408563293,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
33,True,"{'a': 0.0, 'e': 0.0}",20,2,24.886832791962263,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
34,True,"{'a': 0.0, 'e': 0.0}",25,17,15.74385004320591,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
35,True,"{'a': 0.0, 'e': 0.0}",20,14,9.175781511737672,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
36,True,"{'a': 0.0, 'e': 0.0}",30,13,33.14323298252701,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,True,"{'a': 0.0, 'e': 0.0}",20,5,19.967356527574605,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
38,True,"{'a': 0.0, 'e': 0.0}",20,14,10.536850628620655,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
39,True,"{'a': 0.0, 'e': 0.0}",20,14,9.667890911086236,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
40,True,"{'a': 0.0, 'e': 0.0}",25,11,28.52054774131653,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
41,True,"{'a': 0.0, 'e': 0.0}",25,16,16.02435006811535,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
42,True,"{'a': 0.0, 'e': 0.0}",20,9,19.219562942597232,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
43,True,"{'a': 0.0, 'e': 0.0}",20,10,18.999846187107728,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
44,True,"{'a': 0.0, 'e': 0.0}",35,12,37.98079851061587,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
45,True,"{'a': 0.0, 'e': 0.0}",30,10,35.297256985204704,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
46,True,"{'a': 0.0, 'e': 0.0}",20,11,18.2634621407577,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
47,True,"{'a': 0.0, 'e': 0.0}",30,19,24.049004604109886,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
48,True,"{'a': 0.0, 'e': 0.0}",20,11,16.38444247120074,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
49,True,"{'a': 0.0, 'e': 0.0}",20,14,8.694467924999433,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
50,True,"{'a': 0.0, 'e': 0.0}",25,8,28.929640018087387,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
51,True,"{'a': 0.0, 'e': 0.0}",30,12,31.391516943581284,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
52,True,"{'a': 0.0, 'e': 0.0}",20,13,12.661241766219717,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
53,True,"{'a': 0.0, 'e': 0.0}",20,7,22.83541372695891,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
54,True,"{'a': 0.0, 'e': 0.0}",25,18,16.04187417251735,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
55,True,"{'a': 0.0, 'e': 0.0}",20,14,11.126073211093447,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
56,True,"{'a': 0.0, 'e': 0.0}",25,16,19.031724287085755,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
57,True,"{'a': 0.0, 'e': 0.0}",30,8,35.62685926042786,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
58,True,"{'a': 0.0, 'e': 0.0}",30,13,33.600636138355995,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
59,True,"{'a': 0.0, 'e': 0.0}",20,15,9.77103125078155,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
60,True,"{'a': 0.0, 'e': 0.0}",20,16,4.842686939095965,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
61,True,"{'a': 0.0, 'e': 0.0}",20,0,34.36146859354217,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
62,True,"{'a': 0.0, 'e': 0.0}",25,11,25.574350234260855,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
63,True,"{'a': 0.0, 'e': 0.0}",20,9,19.44975967645651,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
64,True,"{'a': 0.0, 'e': 0.0}",25,11,26.146452509619554,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
65,True,"{'a': 0.0, 'e': 0.0}",25,9,26.392582721235268,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
66,True,"{'a': 0.0, 'e': 0.0}",30,12,35.538369420999246,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
67,True,"{'a': 0.0, 'e': 0.0}",25,11,23.979222430577988,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
68,True,"{'a': 0.0, 'e': 0.0}",25,15,19.00655360702308,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
69,True,"{'a': 0.0, 'e': 0.0}",20,12,15.5146300532579,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
70,True,"{'a': 0.0, 'e': 0.0}",30,16,26.020577380598375,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
71,True,"{'a': 0.0, 'e': 0.0}",25,9,33.27288080743657,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
72,True,"{'a': 0.0, 'e': 0.0}",20,10,15.664916178969687,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
73,True,"{'a': 0.0, 'e': 0.0}",25,19,11.69396266911459,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
74,True,"{'a': 0.0, 'e': 0.0}",30,16,24.149954330198845,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
75,True,"{'a': 0.0, 'e': 0.0}",25,16,18.16804378553898,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
76,True,"{'a': 0.0, 'e': 0.0}",35,20,23.634061131923126,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
77,True,"{'a': 0.0, 'e': 0.0}",20,12,12.243388388710699,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
78,True,"{'a': 0.0, 'e': 0.0}",30,16,30.494626291286984,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
79,True,"{'a': 0.0, 'e': 0.0}",30,18,22.004120967642947,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
80,True,"{'a': 0.0, 'e': 0.0}",20,8,20.113193875071413,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
81,True,"{'a': 0.0, 'e': 0.0}",20,0,35.77460223461354,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
82,True,"{'a': 0.0, 'e': 0.0}",20,12,18.400057704390537,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
83,True,"{'a': 0.0, 'e': 0.0}",20,13,12.159519495058897,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
84,True,"{'a': 0.0, 'e': 0.0}",30,21,18.079001616957026,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
85,True,"{'a': 0.0, 'e': 0.0}",25,15,20.735511140765976,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
86,True,"{'a': 0.0, 'e': 0.0}",25,11,26.477929126662,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
87,True,"{'a': 0.0, 'e': 0.0}",25,15,16.769237905021587,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
88,True,"{'a': 0.0, 'e': 0.0}",20,3,28.2298057146992,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
89,True,"{'a': 0.0, 'e': 0.0}",25,13,21.0042256693187,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
90,True,"{'a': 0.0, 'e': 0.0}",25,11,23.5141936626678,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
91,True,"{'a': 0.0, 'e': 0.0}",25,7,29.471077913892092,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
92,True,"{'a': 0.0, 'e': 0.0}",30,22,18.235426555401943,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
93,True,"{'a': 0.0, 'e': 0.0}",20,0,29.894342839232806,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
94,True,"{'a': 0.0, 'e': 0.0}",20,11,17.134391267970663,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
95,True,"{'a': 0.0, 'e': 0.0}",25,15,17.95917529491762,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
96,True,"{'a': 0.0, 'e': 0.0}",25,16,17.97040681841937,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
97,True,"{'a': 0.0, 'e': 0.0}",25,16,14.592775472330741,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
98,True,"{'a': 0.0, 'e': 0.0}",30,9,36.434261073905276,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
99,True,"{'a': 0.0, 'e': 0.0}",25,17,13.856953499955258,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
100,True,"{'a': 0.0, 'e': 0.0}",20,5,29.643417844303627,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
